Background Message,zotero,doi,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/IAX8FXV7,10.1073/pnas.1313490111,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/IAX8FXV7,10.1073/pnas.1313490111,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/IAX8FXV7,10.1073/pnas.1313490111,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/WNF5D42D,10.1073/pnas.1313731110,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/WNF5D42D,10.1073/pnas.1313731110,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/WNF5D42D,10.1073/pnas.1313731110,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/WNF5D42D,10.1073/pnas.1313731110,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/ZCARUQJQ,10.1073/pnas.1314705111,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/L5XN2J78,10.1073/pnas.1406483112,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/B4DNSPXK,10.1073/pnas.1507701112,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/B4DNSPXK,10.1073/pnas.1507701112,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/B4DNSPXK,10.1073/pnas.1507701112,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/E43UN9AW,10.1073/pnas.1606102113,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/GCBPE3XU,10.1073/pnas.1709194115,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/GCBPE3XU,10.1073/pnas.1709194115,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/GCBPE3XU,10.1073/pnas.1709194115,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/GCBPE3XU,10.1073/pnas.1709194115,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/L4A2DVHY,10.1079/9781845933890.0000,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/L4A2DVHY,10.1079/9781845933890.0000,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/L4A2DVHY,10.1079/9781845933890.0000,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/P67C26IQ,10.1080/01944363.2010.502047,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/T224CW8C,10.1080/02770900802339734,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/T224CW8C,10.1080/02770900802339734,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/T224CW8C,10.1080/02770900802339734,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/T224CW8C,10.1080/02770900802339734,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/63E689RC,10.1080/07352689.2011.554358,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/63E689RC,10.1080/07352689.2011.554358,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/W8CL8GC3,10.1080/14693062.2014.905822,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/XE8H7ARE,10.1080/21683565.2013.870629,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/XE8H7ARE,10.1080/21683565.2013.870629,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/XE8H7ARE,10.1080/21683565.2013.870629,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/68ZRKC5M,10.1086/341914,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/68ZRKC5M,10.1086/341914,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/68ZRKC5M,10.1086/341914,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/68ZRKC5M,10.1086/341914,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/ICBPA7W7,10.1088/1748-9326/11/8/084003,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/GPHF3VMY,10.1088/1748-9326/8/3/034032,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/GPHF3VMY,10.1088/1748-9326/8/3/034032,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/GPHF3VMY,10.1088/1748-9326/8/3/034032,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/DTTPS6AD,10.1093/biosci/bix012,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/DTTPS6AD,10.1093/biosci/bix012,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/DTTPS6AD,10.1093/biosci/bix012,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/QG2T4ED2,10.1093/bmb/ldy021,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/QG2T4ED2,10.1093/bmb/ldy021,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/QG2T4ED2,10.1093/bmb/ldy021,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/QG2T4ED2,10.1093/bmb/ldy021,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/JAE2MFFW,10.1093/ije/26.1.1,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/JAE2MFFW,10.1093/ije/26.1.1,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/JAE2MFFW,10.1093/ije/26.1.1,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/JAE2MFFW,10.1093/ije/26.1.1,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/DRDGB3BA,10.1093/pubmed/fdq068,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/DRDGB3BA,10.1093/pubmed/fdq068,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/DRDGB3BA,10.1093/pubmed/fdq068,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/DRDGB3BA,10.1093/pubmed/fdq068,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/VJDCUAJF,10.1097/mpg.0b013e3181d1b11e,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/VJDCUAJF,10.1097/mpg.0b013e3181d1b11e,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/VJDCUAJF,10.1097/mpg.0b013e3181d1b11e,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/VJDCUAJF,10.1097/mpg.0b013e3181d1b11e,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/X3HLTR8E,10.1098/rstb.2004.1584,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/X3HLTR8E,10.1098/rstb.2004.1584,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/9WWC5LLG,10.1098/rstb.2011.0418,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/F5LSZP9B,10.1098/rstb.2012.0288,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/F5LSZP9B,10.1098/rstb.2012.0288,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/F5LSZP9B,10.1098/rstb.2012.0288,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/P9ALKVUP,10.1104/pp.900074,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/P9ALKVUP,10.1104/pp.900074,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/P9ALKVUP,10.1104/pp.900074,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/P9ALKVUP,10.1104/pp.900074,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/JZ6N8LLE,10.1111/1753-6405.12681,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/JZ6N8LLE,10.1111/1753-6405.12681,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/JZ6N8LLE,10.1111/1753-6405.12681,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/LJYWWQB5,10.1111/2041-210x.12549,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/LJYWWQB5,10.1111/2041-210x.12549,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/LJYWWQB5,10.1111/2041-210x.12549,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/NJVTHNPH,10.1111/apt.14384,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/NJVTHNPH,10.1111/apt.14384,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/NJVTHNPH,10.1111/apt.14384,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/NJVTHNPH,10.1111/apt.14384,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/FLAR468D,10.1111/cea.12332,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/FLAR468D,10.1111/cea.12332,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/FLAR468D,10.1111/cea.12332,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/FLAR468D,10.1111/cea.12332,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/DRU5TJIP,10.1111/cobi.12637,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/9WHPIX6E,10.1111/conl.12312,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/3N3W6AA5,10.1111/dpr.12201,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/3N3W6AA5,10.1111/dpr.12201,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/3N3W6AA5,10.1111/dpr.12201,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/LYLWDZZG,10.1111/ele.12008,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/LYLWDZZG,10.1111/ele.12008,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/LYLWDZZG,10.1111/ele.12008,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/3WJFR3SR,10.1111/eva.12521,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/3WJFR3SR,10.1111/eva.12521,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/Z95HV2PU,10.1111/faf.12184,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/45KABXPH,10.1111/gcb.12581,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/HIESDHCX,10.1111/gcb.12623,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/RFRRTR2L,10.1111/gcb.12838,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/RFRRTR2L,10.1111/gcb.12838,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/RFRRTR2L,10.1111/gcb.12838,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/58X653UT,10.1111/gcb.13341,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/58X653UT,10.1111/gcb.13341,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/58X653UT,10.1111/gcb.13341,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/PWGYZEA2,10.1111/gcb.13988,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/PWGYZEA2,10.1111/gcb.13988,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/NBH2XPXL,10.1111/j.1365-2486.2007.01446.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/NBH2XPXL,10.1111/j.1365-2486.2007.01446.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/NBH2XPXL,10.1111/j.1365-2486.2007.01446.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/KPYU5SVA,10.1111/j.1442-9993.2012.02408.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/KPYU5SVA,10.1111/j.1442-9993.2012.02408.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/MSM5MKMY,10.1111/j.1461-0248.2010.01518.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/MSM5MKMY,10.1111/j.1461-0248.2010.01518.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/UEEH4TA6,10.1111/j.1462-2920.2007.01503.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/UEEH4TA6,10.1111/j.1462-2920.2007.01503.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/UEEH4TA6,10.1111/j.1462-2920.2007.01503.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/UEEH4TA6,10.1111/j.1462-2920.2007.01503.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/XTFLKKEX,10.1111/j.1467-8276.2009.01265.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/XTFLKKEX,10.1111/j.1467-8276.2009.01265.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/XTFLKKEX,10.1111/j.1467-8276.2009.01265.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/J3J7HFHI,10.1111/j.1523-1739.2011.01778.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/J3J7HFHI,10.1111/j.1523-1739.2011.01778.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/J3J7HFHI,10.1111/j.1523-1739.2011.01778.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/PTXQHQCJ,10.1111/j.1574-695x.2009.00553.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/PTXQHQCJ,10.1111/j.1574-695x.2009.00553.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/PTXQHQCJ,10.1111/j.1574-695x.2009.00553.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/PTXQHQCJ,10.1111/j.1574-695x.2009.00553.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/2AL35RGH,10.1111/j.1600-0706.2009.17860.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/2AL35RGH,10.1111/j.1600-0706.2009.17860.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/RTMGEWLT,10.1111/j.1749-6632.2011.06340.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/RTMGEWLT,10.1111/j.1749-6632.2011.06340.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/RTMGEWLT,10.1111/j.1749-6632.2011.06340.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/RTMGEWLT,10.1111/j.1749-6632.2011.06340.x,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/BKZL3JX8,10.1111/rec.12610,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/BKZL3JX8,10.1111/rec.12610,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/BKZL3JX8,10.1111/rec.12610,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/BKZL3JX8,10.1111/rec.12610,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/3WQ2DCUE,10.1126/sciadv.1500323,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/R46EM2IU,10.1126/science.1103538,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/R46EM2IU,10.1126/science.1103538,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/R46EM2IU,10.1126/science.1103538,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/KY5P7SY6,10.1126/science.1104816,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/KY5P7SY6,10.1126/science.1104816,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/KY5P7SY6,10.1126/science.1104816,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/KY5P7SY6,10.1126/science.1104816,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/39ZW8LQN,10.1126/science.1124234,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/39ZW8LQN,10.1126/science.1124234,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/39ZW8LQN,10.1126/science.1124234,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/39ZW8LQN,10.1126/science.1124234,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/F5TH5ZNS,10.1126/science.1127119,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/F5TH5ZNS,10.1126/science.1127119,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/F5TH5ZNS,10.1126/science.1127119,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/F5TH5ZNS,10.1126/science.1127119,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/U8PQ5CDI,10.1126/science.1149345,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/PLA5ALJL,10.1126/science.1154580,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/FT29VLZK,10.1126/science.1173146,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/FT29VLZK,10.1126/science.1173146,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/DRRLVJAA,10.1126/science.1195568,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/DRRLVJAA,10.1126/science.1195568,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/DRRLVJAA,10.1126/science.1195568,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/DRRLVJAA,10.1126/science.1195568,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/IIMBSG82,10.1126/science.1199040,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/R2Z6TCDK,10.1126/science.1223490,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/R2Z6TCDK,10.1126/science.1223490,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/R2Z6TCDK,10.1126/science.1223490,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/R2Z6TCDK,10.1126/science.1223490,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/IQ26XPGW,10.1126/science.1230200,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/GD5ZP36X,10.1126/science.1235225,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/SQX7GN2A,10.1126/science.1260352,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/8JP5FDIN,10.1126/science.aaa5766,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/8JP5FDIN,10.1126/science.aaa5766,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/8JP5FDIN,10.1126/science.aaa5766,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/5TEUJQ3Y,10.1126/science.aad1329,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/5TEUJQ3Y,10.1126/science.aad1329,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/5TEUJQ3Y,10.1126/science.aad1329,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/5TEUJQ3Y,10.1126/science.aad1329,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/4RNHC3LS,10.1126/science.aaf3759,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/4RNHC3LS,10.1126/science.aaf3759,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/8QYNAE4A,10.1126/science.aar3320,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/8QYNAE4A,10.1126/science.aar3320,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/8QYNAE4A,10.1126/science.aar3320,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/8QYNAE4A,10.1126/science.aar3320,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/PP6HPAW2,10.1126/science.aau8816,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/PP6HPAW2,10.1126/science.aau8816,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/PP6HPAW2,10.1126/science.aau8816,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/PP6HPAW2,10.1126/science.aau8816,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/S5YW9WGR,10.1136/gutjnl-2015-309990,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/S5YW9WGR,10.1136/gutjnl-2015-309990,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/S5YW9WGR,10.1136/gutjnl-2015-309990,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/S5YW9WGR,10.1136/gutjnl-2015-309990,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/FRZLWLL4,10.1136/jech-2018-210436,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/FRZLWLL4,10.1136/jech-2018-210436,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/FRZLWLL4,10.1136/jech-2018-210436,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/FRZLWLL4,10.1136/jech-2018-210436,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/6APXBPC6,10.1139/er-2015-0064,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/6APXBPC6,10.1139/er-2015-0064,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/6APXBPC6,10.1139/er-2015-0064,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/6APXBPC6,10.1139/er-2015-0064,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/6APXBPC6,10.1139/er-2015-0064,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/6APXBPC6,10.1139/er-2015-0064,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/AYHNGF7N,10.1146/annurev.ecolsys.28.1.621,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/AYHNGF7N,10.1146/annurev.ecolsys.28.1.621,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/AYHNGF7N,10.1146/annurev.ecolsys.28.1.621,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/SFYF58EI,10.1146/annurev.environ.033108.102650,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/SFYF58EI,10.1146/annurev.environ.033108.102650,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/SFYF58EI,10.1146/annurev.environ.033108.102650,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/P9QK4KZD,10.1152/physrev.00045.2009,
http://ontology.ipbes.net/report/bgm/global19-A2,https://www.zotero.org/groups/2333077/items/P9QK4KZD,10.1152/physrev.00045.2009,
